Concept,feat_name,feat_value,lemtzd_feat_val,weight,conc(w),,,,
hose,UsedFor,hosing_off_driveway,['hose' 'off' 'driveway'],1,4.87,,,,
hose,UsedFor,manipulating_flow_of_water,['manipulate' 'flow' 'water'],1,4.87,,,,
hose,UsedFor,spraying_water_in_garden,['spray' 'water' 'garden'],1,4.87,,,,
hose,IsA,hose,['hose'],4,4.87,,,,
hose,RelatedTo,hose,['hose'],4,4.87,,,,
sinner,AtLocation,confession,['confession'],3.464101615,3.07,,,,
sinner,IsA,wrongdoer,['wrongdoer'],2,3.07,,,,
sinner,RelatedTo,unregenerate,['unregenerate'],1,3.07,,,,
sinner,RelatedTo,sin,['sin'],1,3.07,,,,
sinner,IsA,sinner,['sinner'],3.464101615,3.07,,,,
sinner,RelatedTo,sinner,['sinner'],3.464101615,3.07,,,,
lemon,RelatedTo,fruit,['fruit'],2.933257575,5,,,,
lemon,RelatedTo,yellow,['yellow'],2.191802911,5,,,,
lemon,IsA,relish,['relish'],2,5,,,,
lemon,IsA,citrus,['citrus'],2,5,,,,
lemon,IsA,artifact,['artifact'],2,5,,,,
lemon,PartOf,lemon,['lemon'],2,5,,,,
lemon,RelatedTo,citron,['citron'],1.5,5,,,,
lemon,RelatedTo,lime,['lime'],1.359,5,,,,
lemon,RelatedTo,sour,['sour'],1.286,5,,,,
lemon,IsA,tangible_thing,['tangible' 'thing'],1,5,,,,
lemon,IsA,living_thing,['living' 'thing'],1,5,,,,
lemon,IsA,citrus_fruit,['citrus' 'fruit'],1,5,,,,
lemon,IsA,yellow,['yellow'],1,5,,,,
lemon,IsA,fruit,['fruit'],1,5,,,,
lemon,IsA,sour_yellow_fruit,['sour' 'yellow' 'fruit'],1,5,,,,
lemon,HasA,lemon_juice,['lemon' 'juice'],1,5,,,,
lemon,CapableOf,make_lips_pucker,['make' 'lip' 'pucker'],1,5,,,,
lemon,AtLocation,refrigerator,['refrigerator'],1,5,,,,
lemon,AtLocation,fridge,['fridge'],1,5,,,,
lemon,HasProperty,sour,['sour'],1,5,,,,
lemon,HasProperty,similar_to_orange,['similar' 'orange'],1,5,,,,
lemon,IsA,plant,['plant'],0.5,5,,,,
lemon,IsA,lemon,['lemon'],2.933257575,5,,,,
lemon,RelatedTo,lemon,['lemon'],2.933257575,5,,,,
beauty,RelatedTo,pretty,['pretty'],4.095363232,2.93,,,,
beauty,RelatedTo,beast,['beast'],3.446737588,2.93,,,,
beauty,RelatedTo,looks,['look'],2.801428207,2.93,,,,
beauty,RelatedTo,prettiness,['prettiness'],2.731300057,2.93,,,,
beauty,IsA,skin_deep,['skin' 'deep'],2,2.93,,,,
beauty,IsA,only_skin_deep,['only' 'skin' 'deep'],2,2.93,,,,
beauty,IsA,appearance,['appearance'],2,2.93,,,,
beauty,IsA,exemplar,['exemplar'],2,2.93,,,,
beauty,AtLocation,top_of_mountain,['top' 'mountain'],2,2.93,,,,
beauty,AtLocation,waterfall,['waterfall'],2,2.93,,,,
beauty,RelatedTo,good,['good'],1.934,2.93,,,,
beauty,RelatedTo,looking,['look'],1.48,2.93,,,,
beauty,RelatedTo,good_looks,['good' 'look'],1.241,2.93,,,,
beauty,RelatedTo,gorgeous,['gorgeous'],1.226,2.93,,,,
beauty,RelatedTo,very,['very'],1.166,2.93,,,,
beauty,RelatedTo,woman,['woman'],1.165,2.93,,,,
beauty,IsA,opinion,['opinion'],1,2.93,,,,
beauty,IsA,truth_truth_beauty,['truth' 'truth' 'beauty'],1,2.93,,,,
beauty,IsA,aesthetic_quality,['aesthetic' 'quality'],1,2.93,,,,
beauty,CapableOf,sun_body,['sun' 'body'],1,2.93,,,,
beauty,CapableOf,delight_people,['delight' 'people'],1,2.93,,,,
beauty,HasProperty,more_than_skin_deep,['more' 'skin' 'deep'],1,2.93,,,,
beauty,CausesDesire,visit_art_gallery,['art' 'gallery'],1,2.93,,,,
beauty,IsA,beauty,['beauty'],4.095363232,2.93,,,,
beauty,RelatedTo,beauty,['beauty'],4.095363232,2.93,,,,
alley,IsA,street,['street'],2,4.82,,,,
alley,DefinedAs,name_for_group_of_clowns,['name' 'group' 'clown'],2,4.82,,,,
alley,RelatedTo,tramline,['tramline'],1,4.82,,,,
alley,IsA,utility_road_classification,['utility' 'road' 'classification'],1,4.82,,,,
alley,IsA,narrow_road_between_buildings,['narrow' 'road' 'building'],1,4.82,,,,
alley,UsedFor,colourful_murals,['colorful' 'mural'],1,4.82,,,,
alley,UsedFor,access_to_backs_of_properties,['access' 'back' 'property'],1,4.82,,,,
alley,UsedFor,sneaking_past_clogged_traffic,['sneak' 'past' 'clog' 'traffic'],1,4.82,,,,
alley,UsedFor,trash_containers,['trash' 'container'],1,4.82,,,,
alley,UsedFor,hanging_out,['hang' 'out'],1,4.82,,,,
alley,UsedFor,cats,['cat'],1,4.82,,,,
alley,UsedFor,garages,['garage'],1,4.82,,,,
alley,UsedFor,storing_trashcans,['store' 'trashcans'],1,4.82,,,,
alley,UsedFor,rear_exits_from_buildings_or_property,['rear' 'exit' 'building' 'property'],1,4.82,,,,
alley,UsedFor,having_smoke,['have' 'smoke'],1,4.82,,,,
alley,UsedFor,access_to_backsides_of_buildings,['access' 'backside' 'building'],1,4.82,,,,
alley,AtLocation,big_city,['big' 'city'],1,4.82,,,,
alley,AtLocation,towns,['town'],1,4.82,,,,
alley,HasProperty,dark,['dark'],1,4.82,,,,
alley,IsA,alley,['alley'],2,4.82,,,,
alley,RelatedTo,alley,['alley'],2,4.82,,,,
alley,RelatedTo,street,['street'],1,4.82,,,,
ignorance,IsA,bliss,['bliss'],5.291502622,1.6,,,,
ignorance,CausesDesire,find_information,['find' 'information'],4,1.6,,,,
ignorance,CapableOf,anger_intelligence,['anger' 'intelligence'],2.828427125,1.6,,,,
ignorance,IsA,content,['content'],2,1.6,,,,
ignorance,HasProperty,harmful_to_society,['harmful' 'society'],2,1.6,,,,
ignorance,RelatedTo,uneducated,['uneducated'],1,1.6,,,,
ignorance,RelatedTo,personification,['personification'],1,1.6,,,,
ignorance,RelatedTo,uninformed,['uninformed'],1,1.6,,,,
ignorance,RelatedTo,ignorant,['ignorant'],1,1.6,,,,
ignorance,CapableOf,anger_people,['anger' 'people'],1,1.6,,,,
ignorance,CapableOf,thin_herd,['thin' 'herd'],1,1.6,,,,
ignorance,AtLocation,people,['people'],1,1.6,,,,
ignorance,Causes,bliss,['bliss'],1,1.6,,,,
ignorance,Causes,hostility,['hostility'],1,1.6,,,,
ignorance,Causes,accidents,['accident'],1,1.6,,,,
ignorance,CausesDesire,judge,['judge'],1,1.6,,,,
ignorance,CausesDesire,understand_better,['understand' 'well'],1,1.6,,,,
ignorance,CausesDesire,find_truth,['truth'],1,1.6,,,,
ignorance,CausesDesire,learn_new,['learn' 'new'],1,1.6,,,,
ignorance,CausesDesire,learn,['learn'],1,1.6,,,,
ignorance,CausesDesire,learn_about_subject,['learn' 'subject'],1,1.6,,,,
ignorance,CausedBy,lack_of_knowledge,['lack' 'knowledge'],1,1.6,,,,
ignorance,IsA,ignorance,['ignorance'],5.291502622,1.6,,,,
ignorance,RelatedTo,ignorance,['ignorance'],5.291502622,1.6,,,,
hip,RelatedTo,hip_hip_hooray,['hip' 'hip' 'hooray'],2,4.21,,,,
hip,IsA,body_part,['body' 'part'],2,4.21,,,,
hip,IsA,exterior_angle,['exterior' 'angle'],2,4.21,,,,
hip,IsA,ball_and_socket_joint,['ball' 'socket' 'joint'],2,4.21,,,,
hip,IsA,fruit,['fruit'],2,4.21,,,,
hip,PartOf,rose,['rise'],2,4.21,,,,
hip,PartOf,thigh,['thigh'],2,4.21,,,,
hip,PartOf,pelvis,['pelvis'],2,4.21,,,,
hip,PartOf,torso,['torso'],2,4.21,,,,
hip,PartOf,hip_roof,['hip' 'roof'],2,4.21,,,,
hip,IsA,joint,['joint'],1,4.21,,,,
hip,IsA,botany,['botany'],1,4.21,,,,
hip,IsA,solid_object,['solid' 'object'],1,4.21,,,,
hip,IsA,anatomy,['anatomy'],1,4.21,,,,
hip,IsA,external_anatomical_part,['external' 'anatomical' 'part'],1,4.21,,,,
hip,PartOf,body,['body'],1,4.21,,,,
hip,SimilarTo,haunch,['haunch'],1,4.21,,,,
hip,IsA,anatomical_structure,['anatomical' 'structure'],0.5,4.21,,,,
hip,IsA,hip,['hip'],2,4.21,,,,
hip,RelatedTo,hip,['hip'],2,4.21,,,,
reality,IsA,materiality,['materiality'],2,1.72,,,,
reality,IsA,actuality,['actuality'],2,1.72,,,,
reality,CausesDesire,pretend,['pretend'],2,1.72,,,,
reality,RelatedTo,entirety,['entirety'],1,1.72,,,,
reality,RelatedTo,realty,['realty'],1,1.72,,,,
reality,IsA,mental_concept,['mental' 'concept'],1,1.72,,,,
reality,UsedFor,losers,['loser'],1,1.72,,,,
reality,CapableOf,destroy_dreams,['destroy' 'dream'],1,1.72,,,,
reality,IsA,reality,['reality'],2,1.72,,,,
reality,RelatedTo,reality,['reality'],2,1.72,,,,
reality,Antonym,fantasy,['fantasy'],1,1.72,,,,
biography,RelatedTo,biographical,['biographical'],2,3.39,,,,
biography,RelatedTo,biographer,['biographer'],2,3.39,,,,
biography,IsA,history,['history'],2,3.39,,,,
biography,RelatedTo,biographism,['biographism'],1,3.39,,,,
biography,RelatedTo,autobiography,['autobiography'],1,3.39,,,,
biography,IsA,written_or_spoken_work,['write' 'speak' 'work'],1,3.39,,,,
biography,IsA,book,['book'],1,3.39,,,,
biography,AtLocation,library,['library'],1,3.39,,,,
biography,IsA,biography,['biography'],2,3.39,,,,
biography,RelatedTo,biography,['biography'],2,3.39,,,,
oil,RelatedTo,liquid,['liquid'],6.613017466,4.93,,,,
oil,RelatedTo,black,['black'],6.463126179,4.93,,,,
oil,RelatedTo,fuel,['fuel'],6.2,4.93,,,,
oil,RelatedTo,petroleum,['petroleum'],4.876063986,4.93,,,,
oil,RelatedTo,crude,['crude'],4.777028365,4.93,,,,
oil,RelatedTo,gasoline,['gasoline'],4.536959334,4.93,,,,
oil,AtLocation,ground,['ground'],4.472135955,4.93,,,,
oil,RelatedTo,gas,['gas'],4.408627904,4.93,,,,
oil,RelatedTo,gold,['gold'],4.198571186,4.93,,,,
oil,RelatedTo,lubricant,['lubricant'],3.489985673,4.93,,,,
oil,RelatedTo,cars,['car'],3.3769809,4.93,,,,
oil,RelatedTo,black_gold,['black' 'gold'],3.242838263,4.93,,,,
oil,AtLocation,engine,['engine'],2.828427125,4.93,,,,
oil,IsA,oil_paint,['oil' 'paint'],2,4.93,,,,
oil,IsA,fluid,['fluid'],2,4.93,,,,
oil,IsA,lipid,['lipid'],2,4.93,,,,
oil,UsedFor,lubricate,['lubricate'],2,4.93,,,,
oil,UsedFor,cars,['car'],2,4.93,,,,
oil,AtLocation,iraq,['iraq'],2,4.93,,,,
oil,AtLocation,street,['street'],2,4.93,,,,
oil,HasProperty,toxic,['toxic'],2,4.93,,,,
oil,HasProperty,edible,['edible'],2,4.93,,,,
oil,MannerOf,cover,['cover'],2,4.93,,,,
oil,IsA,liquid,['liquid'],1,4.93,,,,
oil,IsA,lubricant,['lubricant'],1,4.93,,,,
oil,IsA,oil,['oil'],6.613017466,4.93,,,,
oil,RelatedTo,oil,['oil'],6.613017466,4.93,,,,
butter,IsA,food,['food'],7.483314774,4.9,,,,
butter,AtLocation,refrigerator,['refrigerator'],6,4.9,,,,
butter,HasProperty,yellow,['yellow'],5.656854249,4.9,,,,
butter,CapableOf,spread_at_room_temperature,['spread' 'room' 'temperature'],5.291502622,4.9,,,,
butter,MadeFrom,milk,['milk'],5.291502622,4.9,,,,
butter,IsA,dairy_product,['dairy' 'product'],4.898979486,4.9,,,,
butter,CapableOf,spread_on_bread,['spread' 'bread'],4.898979486,4.9,,,,
butter,AtLocation,fridge,['fridge'],4.898979486,4.9,,,,
butter,AtLocation,pastry,['pastry'],4.472135955,4.9,,,,
butter,AtLocation,restaurant,['restaurant'],4.472135955,4.9,,,,
butter,IsA,ingredient_often,['ingredient' 'often'],4,4.9,,,,
butter,ReceivesAction,eaten_with_toast,['toast'],4,4.9,,,,
butter,MadeFrom,cream,['cream'],4,4.9,,,,
butter,RelatedTo,bread,['bread'],2.442130218,4.9,,,,
butter,IsA,combatant,['combatant'],2,4.9,,,,
butter,UsedFor,flavoring,['flavor'],2,4.9,,,,
butter,CapableOf,coat_frying_pan,['coat' 'frying' 'pan'],2,4.9,,,,
butter,AtLocation,store,['store'],2,4.9,,,,
butter,HasProperty,pale_yellow,['pale' 'yellow'],2,4.9,,,,
butter,HasProperty,soft,['soft'],2,4.9,,,,
butter,MannerOf,cover,['cover'],2,4.9,,,,
butter,MadeFrom,churned_milk,['churn' 'milk'],2,4.9,,,,
butter,UsedIn,many_baking_recipes,['many' 'baking' 'recipe'],2,4.9,,,,
butter,ServedAt,restaurant,['restaurant'],2,4.9,,,,
butter,RelatedTo,margarine,['margarine'],1.681,4.9,,,,
butter,IsA,butter,['butter'],7.483314774,4.9,,,,
butter,RelatedTo,butter,['butter'],7.483314774,4.9,,,,
bacon,IsA,cut_of_pork,['cut' 'pork'],2,4.9,,,,
bacon,AtLocation,refridgerator,['refridgerator'],2,4.9,,,,
bacon,AtLocation,refrigerator,['refrigerator'],2,4.9,,,,
bacon,RelatedTo,gammon,['gammon'],1,4.9,,,,
bacon,RelatedTo,road_rash,['road' 'rash'],1,4.9,,,,
bacon,RelatedTo,swine,['swine'],1,4.9,,,,
bacon,RelatedTo,pancetta,['pancetta'],1,4.9,,,,
bacon,RelatedTo,porcine,['porcine'],1,4.9,,,,
bacon,RelatedTo,pig,['pig'],1,4.9,,,,
bacon,RelatedTo,guanciale,['guanciale'],1,4.9,,,,
bacon,RelatedTo,flitch,['flitch'],1,4.9,,,,
bacon,RelatedTo,smoked,['smoke'],1,4.9,,,,
bacon,RelatedTo,slab,['slab'],1,4.9,,,,
bacon,RelatedTo,sow,['sow'],1,4.9,,,,
bacon,IsA,one_meat_pork_butcher_sells,['one' 'meat' 'pork' 'butcher' 'sell'],1,4.9,,,,
bacon,IsA,pork,['pork'],1,4.9,,,,
bacon,MadeOf,pig,['pig'],1,4.9,,,,
bacon,AtLocation,store,['store'],1,4.9,,,,
bacon,IsA,bacon,['bacon'],2,4.9,,,,
bacon,RelatedTo,bacon,['bacon'],2,4.9,,,,
salad,IsA,food,['food'],6.32455532,4.97,,,,
salad,AtLocation,refrigerator,['refrigerator'],2.828427125,4.97,,,,
salad,ReceivesAction,prepared,['prepare'],2.828427125,4.97,,,,
salad,IsA,dish,['dish'],2,4.97,,,,
salad,MadeFrom,recipe,['recipe'],2,4.97,,,,
salad,RelatedTo,dressing,['dress'],1,4.97,,,,
salad,IsA,healthy_food,['healthy' 'food'],1,4.97,,,,
salad,IsA,prepared_solid_food,['prepared' 'solid' 'food'],1,4.97,,,,
salad,IsA,assembled_food,['assembled' 'food'],1,4.97,,,,
salad,IsA,ready_to_eat_food,['ready' 'eat' 'food'],1,4.97,,,,
salad,AtLocation,resturant,['resturant'],1,4.97,,,,
salad,HasProperty,green,['green'],1,4.97,,,,
salad,ReceivesAction,eaten_with_rice,['eaten' 'rice'],1,4.97,,,,
salad,IsA,salad,['salad'],6.32455532,4.97,,,,
salad,RelatedTo,salad,['salad'],6.32455532,4.97,,,,
salad,RelatedTo,vinegar,['vinegar'],1,4.97,,,,
mouse,AtLocation,hole_in_wall,['hole' 'wall'],6.32455532,4.83,,,,
mouse,AtLocation,laboratory,['laboratory'],5.656854249,4.83,,,,
mouse,AtLocation,garage,['garage'],5.656854249,4.83,,,,
mouse,AtLocation,cupboard,['cupboard'],5.291502622,4.83,,,,
mouse,AtLocation,kitchen,['kitchen'],5.291502622,4.83,,,,
mouse,AtLocation,attic,['attic'],5.291502622,4.83,,,,
mouse,IsA,mammal,['mammal'],4.898979486,4.83,,,,
mouse,AtLocation,trap,['trap'],4.898979486,4.83,,,,
mouse,PartOf,computer,['computer'],4.472135955,4.83,,,,
mouse,AtLocation,desk,['desk'],4.472135955,4.83,,,,
mouse,AtLocation,cellar,['cellar'],4.472135955,4.83,,,,
mouse,AtLocation,sewer,['sewer'],4.472135955,4.83,,,,
mouse,AtLocation,hole,['hole'],4.472135955,4.83,,,,
mouse,UsedFor,surfing,['surf'],2.828427125,4.83,,,,
mouse,RelatedTo,cursor,['cursor'],2,4.83,,,,
mouse,RelatedTo,computer_screen,['computer' 'screen'],2,4.83,,,,
mouse,IsA,electronic_device,['electronic' 'device'],2,4.83,,,,
mouse,IsA,rodent,['rodent'],2,4.83,,,,
mouse,IsA,person,['person'],2,4.83,,,,
mouse,HasA,short_lifespan,['short' 'lifespan'],2,4.83,,,,
mouse,UsedFor,operate,['operate'],2,4.83,,,,
mouse,UsedFor,move,['move'],2,4.83,,,,
mouse,UsedFor,computer_input,['computer' 'input'],2,4.83,,,,
mouse,CapableOf,spring_trap,['spring' 'trap'],2,4.83,,,,
mouse,CapableOf,hear_cat,['hear' 'cat'],2,4.83,,,,
mouse,IsA,mouse,['mouse'],6.32455532,4.83,,,,
mouse,RelatedTo,mouse,['mouse'],6.32455532,4.83,,,,
mouse,SimilarTo,rat,['rat'],1,4.83,,,,
mouse,RelatedTo,rat,['rat'],0.422,4.83,,,,
mouse,AtLocation,cat,['cat'],2,4.83,,,,
jail,IsA,correctional_institution,['correctional' 'institution'],2,4.83,,,,
jail,RelatedTo,dodgeball,['dodgeball'],1,4.83,,,,
jail,RelatedTo,claiming_race,['claim' 'race'],1,4.83,,,,
jail,RelatedTo,sandbox,['sandbox'],1,4.83,,,,
jail,RelatedTo,instance,['instance'],1,4.83,,,,
jail,RelatedTo,player,['player'],1,4.83,,,,
jail,RelatedTo,guest,['guest'],1,4.83,,,,
jail,IsA,correctional_facility,['correctional' 'facility'],1,4.83,,,,
jail,IsA,prison,['prison'],1,4.83,,,,
jail,IsA,ment_to_hold_prisoners,['ment' 'hold' 'prisoner'],1,4.83,,,,
jail,UsedFor,punishment,['punishment'],1,4.83,,,,
jail,UsedFor,keep_lawbreaking_persons_away_from_society,['keep' 'lawbreaking' 'person' 'away' 'society'],1,4.83,,,,
jail,UsedFor,criminals,['criminal'],1,4.83,,,,
jail,AtLocation,county_courthouse,['county' 'courthouse'],1,4.83,,,,
jail,DefinedAs,smaller_version_of_prison,['small' 'version' 'prison'],1,4.83,,,,
jail,SimilarTo,big_house,['big' 'house'],1,4.83,,,,
jail,IsA,jail,['jail'],2,4.83,,,,
jail,RelatedTo,jail,['jail'],2,4.83,,,,
heart,IsA,muscle,['muscle'],5.291502622,4.52,,,,
heart,UsedFor,pumping_blood,['pump' 'blood'],4,4.52,,,,
heart,PartOf,human_body,['human' 'body'],3.464101615,4.52,,,,
heart,PartOf,body,['body'],3.464101615,4.52,,,,
heart,IsA,pump_for_blood,['pump' 'blood'],2.828427125,4.52,,,,
heart,IsA,plane_figure,['plane' 'figure'],2,4.52,,,,
heart,IsA,intuition,['intuition'],2,4.52,,,,
heart,IsA,essential_organ,['essential' 'organ'],2,4.52,,,,
heart,IsA,variety_meat,['variety' 'meat'],2,4.52,,,,
heart,IsA,beating,['beating'],2,4.52,,,,
heart,IsA,disposition,['disposition'],2,4.52,,,,
heart,IsA,playing_card,['play' 'card'],2,4.52,,,,
heart,IsA,courage,['courage'],2,4.52,,,,
heart,IsA,shape,['shape'],2,4.52,,,,
heart,PartOf,circulatory_system,['circulatory' 'system'],2,4.52,,,,
heart,UsedFor,love,['love'],2,4.52,,,,
heart,CapableOf,beat,['beat'],2,4.52,,,,
heart,AtLocation,person,['person'],2,4.52,,,,
heart,AtLocation,all_mammals,['mammal'],2,4.52,,,,
heart,AtLocation,animal,['animal'],2,4.52,,,,
heart,RelatedTo,blood,['blood'],1.101,4.52,,,,
heart,RelatedTo,organ,['organ'],1.083,4.52,,,,
heart,RelatedTo,love,['love'],1,4.52,,,,
heart,PartOf,humab_body,['humab' 'body'],1,4.52,,,,
heart,UsedFor,staying_alive,['stay' 'alive'],1,4.52,,,,
heart,IsA,heart,['heart'],5.291502622,4.52,,,,
heart,RelatedTo,heart,['heart'],5.291502622,4.52,,,,
denial,RelatedTo,deny,['deny'],2,2.46,,,,
denial,IsA,assertion,['assertion'],2,2.46,,,,
denial,IsA,defense_mechanism,['defense' 'mechanism'],2,2.46,,,,
denial,IsA,speech_act,['speech' 'act'],2,2.46,,,,
denial,RelatedTo,logic,['logic'],1,2.46,,,,
denial,RelatedTo,untruth,['untruth'],1,2.46,,,,
denial,IsA,statement,['statement'],1,2.46,,,,
denial,IsA,denial,['denial'],2,2.46,,,,
denial,RelatedTo,denial,['denial'],2,2.46,,,,
destruction,RelatedTo,destructive,['destructive'],2,3.21,,,,
destruction,RelatedTo,destroy,['destroy'],2,3.21,,,,
destruction,IsA,termination,['termination'],2,3.21,,,,
destruction,IsA,ending,['end'],2,3.21,,,,
destruction,AtLocation,war_zone,['war' 'zone'],2,3.21,,,,
destruction,RelatedTo,devastation,['devastation'],1,3.21,,,,
destruction,RelatedTo,destructionless,['destructionless'],1,3.21,,,,
destruction,RelatedTo,destroyer,['destroyer'],1,3.21,,,,
destruction,IsA,destruction,['destruction'],2,3.21,,,,
destruction,RelatedTo,destruction,['destruction'],2,3.21,,,,
destruction,Antonym,construction,['construction'],1,3.21,,,,
destruction,DistinctFrom,construction,['construction'],1,3.21,,,,
choice,AtLocation,fork_in_road,['fork' 'road'],4,1.9,,,,
choice,IsA,action,['action'],2,1.9,,,,
choice,IsA,decision_making,['decision' 'making'],2,1.9,,,,
choice,SimilarTo,tasty,['tasty'],2,1.9,,,,
choice,RelatedTo,chosen,['choose'],1,1.9,,,,
choice,RelatedTo,good,['good'],1,1.9,,,,
choice,RelatedTo,decision,['decision'],1,1.9,,,,
choice,RelatedTo,choicy,['choicy'],1,1.9,,,,
choice,RelatedTo,choosey,['choosey'],1,1.9,,,,
choice,RelatedTo,cool,['cool'],1,1.9,,,,
choice,RelatedTo,select,['select'],1,1.9,,,,
choice,RelatedTo,preference,['preference'],1,1.9,,,,
choice,RelatedTo,discrimination,['discrimination'],1,1.9,,,,
choice,RelatedTo,option,['option'],1,1.9,,,,
choice,RelatedTo,selection,['selection'],1,1.9,,,,
choice,IsA,choice,['choice'],4,1.9,,,,
choice,RelatedTo,choice,['choice'],4,1.9,,,,
fraternity,RelatedTo,fraternal,['fraternal'],2,2.46,,,,
fraternity,IsA,club,['club'],2,2.46,,,,
fraternity,RelatedTo,brotherhood,['brotherhood'],1.068,2.46,,,,
fraternity,RelatedTo,male,['male'],1,2.46,,,,
fraternity,RelatedTo,social,['social'],1,2.46,,,,
fraternity,IsA,social_organization,['social' 'organization'],1,2.46,,,,
fraternity,IsA,organization_of_people,['organization' 'people'],1,2.46,,,,
fraternity,IsA,fraternity,['fraternity'],2,2.46,,,,
fraternity,RelatedTo,fraternity,['fraternity'],2,2.46,,,,
fraternity,RelatedTo,men,['men'],0.141,2.46,,,,
couch,AtLocation,house,['house'],4.898979486,4.71,,,,
couch,CapableOf,in_living_room,['living' 'room'],4.472135955,4.71,,,,
couch,UsedFor,furnish_home,['furnish' 'home'],2.828427125,4.71,,,,
couch,UsedFor,sleeping,['sleep'],2.828427125,4.71,,,,
couch,AtLocation,den,['den'],2.828427125,4.71,,,,
couch,IsA,flat_coat,['flat' 'coat'],2,4.71,,,,
couch,IsA,bed,['bed'],2,4.71,,,,
couch,UsedFor,relaxing,['relax'],2,4.71,,,,
couch,UsedFor,lying_on,['lie'],2,4.71,,,,
couch,AtLocation,livingroom,['livingroom'],2,4.71,,,,
couch,AtLocation,neighbor's_house,['neighbor' 'house'],2,4.71,,,,
couch,RelatedTo,sofa,['sofa'],1.864,4.71,,,,
couch,RelatedTo,phrase,['phrase'],1,4.71,,,,
couch,RelatedTo,crouch,['crouch'],1,4.71,,,,
couch,RelatedTo,needle,['needle'],1,4.71,,,,
couch,RelatedTo,reverence,['reverence'],1,4.71,,,,
couch,RelatedTo,preliminary,['preliminary'],1,4.71,,,,
couch,RelatedTo,darkly,['darkly'],1,4.71,,,,
couch,RelatedTo,mould,['mould'],1,4.71,,,,
couch,RelatedTo,deposit,['deposit'],1,4.71,,,,
couch,RelatedTo,furniture,['furniture'],1,4.71,,,,
couch,RelatedTo,hide,['hide'],1,4.71,,,,
couch,IsA,another_word_for_sofa,['word' 'sofa'],1,4.71,,,,
couch,IsA,furniture,['furniture'],1,4.71,,,,
couch,IsA,divan,['divan'],1,4.71,,,,
couch,IsA,couch,['couch'],4.898979486,4.71,,,,
couch,RelatedTo,couch,['couch'],4.898979486,4.71,,,,
couch,RelatedTo,bed,['bed'],1,4.71,,,,
pupil,PartOf,eye,['eye'],2.828427125,4.55,,,,
pupil,IsA,aperture,['aperture'],2,4.55,,,,
pupil,PartOf,iris,['iris'],2,4.55,,,,
pupil,PartOf,class,['class'],2,4.55,,,,
pupil,RelatedTo,eye,['eye'],1.199,4.55,,,,
pupil,RelatedTo,student,['student'],1.12,4.55,,,,
pupil,RelatedTo,professor,['professor'],1,4.55,,,,
pupil,RelatedTo,light,['light'],1,4.55,,,,
pupil,RelatedTo,retina,['retina'],1,4.55,,,,
pupil,IsA,solid_object,['solid' 'object'],1,4.55,,,,
pupil,IsA,portal,['portal'],1,4.55,,,,
pupil,IsA,another_name_for_student,['name' 'student'],1,4.55,,,,
pupil,IsA,body_part,['body' 'part'],1,4.55,,,,
pupil,IsA,internal_body_part,['internal' 'body' 'part'],1,4.55,,,,
pupil,CapableOf,bug_teacher,['bug' 'teacher'],1,4.55,,,,
pupil,CapableOf,study_lesson,['study' 'lesson'],1,4.55,,,,
pupil,CapableOf,question_teacher,['question' 'teacher'],1,4.55,,,,
pupil,CapableOf,answer_teacher,['answer' 'teacher'],1,4.55,,,,
pupil,IsA,anatomical_structure,['anatomical' 'structure'],0.5,4.55,,,,
pupil,IsA,pupil,['pupil'],2.828427125,4.55,,,,
pupil,RelatedTo,pupil,['pupil'],2.828427125,4.55,,,,
pupil,Synonym,student,['student'],2,4.55,,,,
hymn,IsA,religious_song,['religious' 'song'],2,4.04,,,,
hymn,MannerOf,sing,['sing'],2,4.04,,,,
hymn,MannerOf,laud,['laud'],2,4.04,,,,
hymn,RelatedTo,song,['song'],1.717,4.04,,,,
hymn,RelatedTo,church,['church'],1.207,4.04,,,,
hymn,AtLocation,church,['church'],1,4.04,,,,
hymn,IsA,hymn,['hymn'],2,4.04,,,,
hymn,RelatedTo,hymn,['hymn'],2,4.04,,,,
hole,UsedFor,hide_in,['hide'],2.828427125,4.81,,,,
hole,AtLocation,wall,['wall'],2.828427125,4.81,,,,
hole,IsA,defect,['defect'],2,4.81,,,,
hole,IsA,opening,['opening'],2,4.81,,,,
hole,IsA,natural_depression,['natural' 'depression'],2,4.81,,,,
hole,IsA,space,['space'],2,4.81,,,,
hole,IsA,playing_period,['playing' 'period'],2,4.81,,,,
hole,PartOf,golf_course,['golf' 'course'],2,4.81,,,,
hole,AtLocation,ground,['ground'],2,4.81,,,,
hole,AtLocation,swiss_cheese,['swiss' 'cheese'],2,4.81,,,,
hole,AtLocation,donut,['donut'],2,4.81,,,,
hole,MannerOf,hit,['hit'],2,4.81,,,,
hole,MannerOf,hollow,['hollow'],2,4.81,,,,
hole,RelatedTo,orifice,['orifice'],1,4.81,,,,
hole,RelatedTo,step,['step'],1,4.81,,,,
hole,RelatedTo,pawn,['pawn'],1,4.81,,,,
hole,RelatedTo,particle,['particle'],1,4.81,,,,
hole,RelatedTo,vulnerability,['vulnerability'],1,4.81,,,,
hole,RelatedTo,pepperbox,['pepperbox'],1,4.81,,,,
hole,RelatedTo,full_course,['full' 'course'],1,4.81,,,,
hole,IsA,absence,['absence'],1,4.81,,,,
hole,IsA,negative_space,['negative' 'space'],1,4.81,,,,
